id,weight_class,B_avg_TOTAL_STR_landed,B_avg_CLINCH_att,B_avg_opp_CLINCH_att,B_win_by_Decision_Majority,B_Height_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_SUB_ATT,R_avg_opp_LEG_landed,R_avg_opp_DISTANCE_landed,R_win_by_KO/TKO,R_Reach_cms,B_age,R_age,B_Reach_cms
10.0,5,3.9889840465642745,2.9444389791664403,2.70805020110221,0.0,5.817944146267096,5.602118820879701,0.6931471805599453,0.0,1.0986122886681098,2.3978952727983707,0.6931471805599453,5.810362246718757,3.8918202981106265,3.9318256327243257,0
11.0,5,4.566948973167894,3.079613757534693,3.0081547935525483,0.0,5.795023781753144,5.564520407322694,0.4054651081081644,0.0,2.583997552432231,3.4258899942525267,0.6931471805599453,5.825468992912801,3.871201010907891,3.871201010907891,0
12.0,8,3.7235932202124964,1.7329062029367646,1.697909109434478,0.0,5.832937638879745,5.771441123130016,0.0,0.6931471805599453,0.0,4.248495242049359,0.0,5.8622666086363004,4.110873864173311,3.784189633918261,0
13.0,8,3.367295829986474,2.8903717578961645,3.58351893845611,0.0,5.817944146267096,5.771441123130016,0.0,1.791759469228055,1.9459101490553132,2.3978952727983707,0.0,5.8622666086363004,3.912023005428146,3.784189633918261,0
14.0,7,4.166282202241279,3.457892725338701,1.7047480922384253,0.0,5.84035091743822,5.707110264748875,0.6931471805599453,0.0,1.9459101490553132,2.8903717578961645,0.0,5.847709643462844,3.970291913552122,3.871201010907891,0
15.0,6,4.327644693745681,2.5498113148242125,2.4560100635580246,0.0,5.84035091743822,5.655991810819852,0.0019512201312617493,0.0,2.9759828675615325,4.052060894769917,0.6931471805599453,5.817944146267096,4.007333185232471,4.04305126783455,0
16.0,9,4.477336814478207,2.6741486494265287,2.4849066497880004,0.0,5.832937638879745,5.707110264748875,0.4054651081081644,0.4054651081081644,0.9162907318741551,1.791759469228055,1.0986122886681098,5.89075984298635,3.912023005428146,3.9512437185814275,0
17.0,3,3.4965075614664802,2.0273255405408217,2.6210388241125804,0.0,5.8027224225111045,5.5254529391317835,0.0,0.0,0.0,3.7013019741124933,0.0,5.810362246718757,3.9318256327243257,3.9512437185814275,0
18.0,1,4.955827057601261,4.477336814478207,3.091042453358316,0.0,5.755615623296219,5.442417710521793,0.6931471805599453,0.0,2.995732273553991,3.4965075614664802,0.0,5.722931293494962,3.9512437185814275,3.8066624897703196,0
19.0,7,4.605170185988092,2.0794415416798357,2.1972245773362196,0.0,5.84035091743822,5.707110264748875,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,5.847709643462844,3.871201010907891,3.912023005428146,0
20.0,8,4.982267969263512,3.504407148617226,2.7012563416808018,0.0,5.832937638879745,5.707110264748875,0.06062462181643484,0.22314355131420976,1.9002401122221249,3.056356895370426,0.6931471805599453,5.84035091743822,3.970291913552122,3.970291913552122,0
21.0,4,3.8721059561131037,0.9162907318741551,1.4830239875784417,0.0,5.810362246718757,5.564520407322694,0.0,0.4054651081081644,2.3978952727983707,2.772588722239781,0.0,5.795023781753144,3.8066624897703196,4.04305126783455,0
22.0,7,4.125015600230806,2.245428115294242,2.009787419069899,0.0,5.84035091743822,5.707110264748875,0.09011426438495086,0.0003661439611181626,2.908926175674981,4.17596823858271,1.0986122886681098,5.8622666086363004,3.9318256327243257,3.9889840465642745,0
23.0,7,3.236709027846284,1.331437821961862,1.8917666309221248,0.0,5.825468992912801,5.707110264748875,0.0019512201312617493,0.015504186535965254,1.8493156627394753,2.7007318202945303,0.6931471805599453,5.832937638879745,4.04305126783455,3.8501476017100584,0
24.0,4,3.044522437723423,2.2512917986064953,1.3862943611198906,0.0,5.817944146267096,5.602118820879701,0.0,0.0,0.4054651081081644,2.0794415416798357,0.0,5.8027224225111045,3.9318256327243257,3.9318256327243257,0
25.0,6,4.4717280750921224,2.665490586683414,0.4054651081081644,0.0,5.810362246718757,5.655991810819852,0.13157635778871926,0.23247487874309405,0.9248477658071347,3.446882531848398,1.0986122886681098,5.832937638879745,3.9318256327243257,4.04305126783455,0
26.0,2,4.4630304188269685,3.6635616461296463,2.3513752571634776,0.0,5.795023781753144,5.484796933490655,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.772588722239781,0.0,5.795023781753144,3.8066624897703196,3.8066624897703196,0
27.0,6,4.140154098253395,2.9791899506846753,1.7047480922384253,0.0,5.810362246718757,5.655991810819852,0.02316705928153438,0.8973627219886362,1.5415604900310145,4.189654742026425,0.6931471805599453,5.832937638879745,4.007333185232471,3.912023005428146,0
28.0,5,4.143134726391533,3.4011973816621555,1.6094379124341003,0.0,5.810362246718757,5.602118820879701,0.4054651081081644,0.0,1.7047480922384253,2.5257286443082556,0.6931471805599453,5.825468992912801,3.8066624897703196,3.8501476017100584,0
29.0,6,4.276666119016055,2.3978952727983707,3.091042453358316,0.0,5.8027224225111045,5.602118820879701,0.4260843953109001,0.184922338494012,1.5936895554659611,2.4718003022826998,1.0986122886681098,5.84035091743822,3.912023005428146,3.8918202981106265,0
30.0,9,4.23410650459726,1.6094379124341003,2.833213344056216,0.0,5.84035091743822,5.902633333401366,0.3629054936893685,0.0,0.0,1.8523840910444898,1.3862943611198906,5.8622666086363004,3.970291913552122,3.970291913552122,0
31.0,5,3.8943680701894254,1.7047480922384253,2.12525107771113,0.0,5.8027224225111045,5.602118820879701,0.0,0.0,1.0986122886681098,3.0325462466767075,0.0,5.817944146267096,3.9512437185814275,3.784189633918261,0
32.0,7,3.684702039605134,1.038923101591976,0.9143356972387431,0.0,5.84035091743822,5.707110264748875,0.04953393512227663,0.6286412108925692,1.3669588488534963,2.9562007210551657,1.6094379124341003,5.84035091743822,3.912023005428146,3.9318256327243257,0
33.0,5,3.8802743071135657,1.7812881693607596,1.3705460041517514,0.0,5.810362246718757,5.602118820879701,0.0007016577805956095,0.0009763242403441181,3.073695281072628,4.554090697584518,1.6094379124341003,5.795023781753144,3.9318256327243257,3.9889840465642745,0
34.0,3,4.069026754237811,2.0794415416798357,2.6026896854443837,0.0,5.78726541179471,5.5254529391317835,0.6369074622370692,0.22314355131420976,2.8350498918635174,3.5874175788717673,1.0986122886681098,5.795023781753144,3.8501476017100584,3.828641396489095,0
35.0,9,3.94521597278391,0.4054651081081644,0.27193371548364176,0.0,5.810362246718757,5.942799375126701,0.4041621763277484,0.0,1.8465460040986825,3.266251298549044,2.0794415416798357,5.855014613970084,4.110873864173311,3.8918202981106265,0
36.0,4,4.1588830833596715,2.6210388241125804,2.803360380906535,0.0,5.825468992912801,5.564520407322694,0.0,0.0,2.5649493574615367,3.817712325956905,0.6931471805599453,5.817944146267096,3.8918202981106265,3.8066624897703196,0
37.0,6,4.584967478670572,2.1972245773362196,1.791759469228055,0.0,5.817944146267096,5.655991810819852,0.5596157879354227,0.11778303565638346,0.7086513670959106,2.8763855159214247,0.6931471805599453,5.847709643462844,3.9318256327243257,3.912023005428146,0
38.0,3,4.219507705176107,2.5294716305870897,2.3513752571634776,0.0,5.810362246718757,5.5254529391317835,0.0,0.6931471805599453,1.252762968495368,2.265985940545716,0.0,5.74754414409507,3.912023005428146,3.8501476017100584,0
39.0,6,3.1218141120250698,0.11778303565638346,0.965080896043587,0.0,5.84035091743822,5.655991810819852,0.0009877570073877513,0.4464470303193047,0.755879587435899,2.4948815050929167,1.791759469228055,5.817944146267096,3.8918202981106265,4.04305126783455,0
40.0,3,2.6026896854443837,2.1400661634962708,0.4054651081081644,0.0,5.795023781753144,5.5254529391317835,0.4054651081081644,0.0,1.0116009116784799,3.3843902633457743,1.0986122886681098,5.8027224225111045,3.9318256327243257,3.784189633918261,0
41.0,8,3.3586377672433594,1.749199854809259,2.4423470353692043,0.0,5.817944146267096,5.771441123130016,0.0,0.0,0.46117571512217015,1.616444558459625,0.0,5.84035091743822,3.970291913552122,3.9318256327243257,0
42.0,5,4.462941764407368,1.4198143702758146,1.6367946560007849,0.0,5.810362246718757,5.602118820879701,0.8780695190539572,0.23999298614856782,0.6843500540609583,2.878134233347394,1.791759469228055,5.817944146267096,3.9512437185814275,3.8501476017100584,0
43.0,1,4.663439094112067,3.258096538021482,2.5257286443082556,0.0,5.771565725958661,5.484796933490655,0.0,0.5773153650348236,1.5968591302272404,3.347708696711169,0.0,5.74754414409507,3.8066624897703196,3.9318256327243257,0
44.0,6,3.8922636390042014,0.5982031445168118,1.4444745914913562,0.0,5.825468992912801,5.655991810819852,0.11779659911995481,0.03128292867323974,2.3013365263590257,3.3717877266409446,1.791759469228055,5.8766147054290405,3.9512437185814275,3.9512437185814275,0
45.0,6,2.803360380906535,1.55814461804655,0.5596157879354227,0.0,5.84035091743822,5.771441123130016,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,5.832937638879745,3.828641396489095,3.871201010907891,0
46.0,5,3.557772575407352,1.8718021769015913,1.6582280766035324,0.0,5.817944146267096,5.602118820879701,0.22314355131420976,0.6931471805599453,1.0986122886681098,3.722960026222837,0.0,5.795023781753144,3.8918202981106265,3.784189633918261,0
47.0,7,1.0986122886681098,0.6931471805599453,0.0,0.0,5.810362246718757,5.707110264748875,0.4054651081081644,0.0,1.0986122886681098,2.0794415416798357,0.6931471805599453,5.847709643462844,3.8918202981106265,3.9318256327243257,0
48.0,5,3.8594130551558488,2.158281603387612,2.324224268097527,0.0,5.8027224225111045,5.602118820879701,0.22314355131420976,0.22314355131420976,0.6931471805599453,1.6582280766035324,1.0986122886681098,5.810362246718757,3.9512437185814275,3.912023005428146,0
49.0,6,3.486036261599185,1.0775588794702773,1.7327611284660993,0.0,5.8027224225111045,5.655991810819852,0.08983534840957998,0.4260843953109001,1.5219558991853257,2.2039429523181817,1.6094379124341003,5.84035091743822,3.9318256327243257,3.970291913552122,0
50.0,5,3.9318256327243257,1.8718021769015913,1.252762968495368,0.0,5.8027224225111045,5.602118820879701,0.0,1.791759469228055,0.4054651081081644,1.8718021769015913,0.0,5.810362246718757,3.9318256327243257,3.9512437185814275,0
51.0,6,3.757514188677515,1.791759469228055,0.0,0.0,5.810362246718757,5.655991810819852,1.252762968495368,0.0,2.0794415416798357,3.597312260588446,0.6931471805599453,5.825468992912801,3.8501476017100584,3.9512437185814275,0
52.0,3,4.081765780015241,2.063693184711697,1.8718021769015913,0.0,5.795023781753144,5.5254529391317835,0.4054651081081644,0.0,1.5040773967762742,3.2188758248682006,0.0,5.795023781753144,3.912023005428146,3.8066624897703196,0
53.0,6,3.817712325956905,1.6094379124341003,2.302585092994046,0.0,5.817944146267096,5.655991810819852,0.0,0.4054651081081644,1.0116009116784799,1.4759065198095778,0.0,5.832937638879745,3.9512437185814275,3.912023005428146,0
54.0,5,4.170171665941046,0.9162907318741551,1.0986122886681098,0.0,5.817944146267096,5.602118820879701,0.4260843953109001,0.0,0.8780695190539572,2.994168551577808,1.0986122886681098,5.832937638879745,3.8918202981106265,3.970291913552122,0
55.0,8,3.4657359027997265,0.8649974374866045,2.169053700369523,0.0,5.84035091743822,5.771441123130016,0.5045560107523953,0.0,1.634130525024472,3.0896209890109385,1.0986122886681098,5.855014613970084,3.9512437185814275,3.8918202981106265,0
56.0,5,3.58351893845611,0.9162907318741551,2.4423470353692043,0.0,5.847709643462844,5.602118820879701,0.0753932433387374,0.03177730846780588,1.0875240220949387,3.014254737182367,0.6931471805599453,5.8027224225111045,3.9512437185814275,4.007333185232471,0
57.0,7,3.985215379978852,1.093390344686958,2.335248899812837,0.0,5.84035091743822,5.655991810819852,0.0,1.0560526742493137,1.0116009116784799,2.1400661634962708,1.0986122886681098,5.810362246718757,3.9318256327243257,3.9512437185814275,0
58.0,2,3.4773865200197016,1.4170660197866443,1.252762968495368,0.0,5.78726541179471,5.484796933490655,0.0,0.015504186535965254,1.4578880143068995,3.0526736499541296,0.0,5.8027224225111045,4.07753744390572,3.9318256327243257,0
59.0,4,4.548599834499697,2.3978952727983707,2.302585092994046,0.0,5.78726541179471,5.564520407322694,0.0,0.6931471805599453,1.6094379124341003,2.70805020110221,0.0,5.8027224225111045,3.8501476017100584,3.8066624897703196,0
60.0,9,3.817712325956905,2.474435349920705,2.1345361954868096,0.0,5.847709643462844,5.860786223465865,0.030771658666753687,0.22314355131420976,0.4903039880451938,1.7546199222785983,1.0986122886681098,5.8766147054290405,4.0943445622221,3.871201010907891,0
61.0,2,3.8394523125933104,2.2512917986064953,2.0794415416798357,0.0,5.763622475012218,5.484796933490655,1.0560526742493137,0.27193371548364176,1.3705460041517514,2.941144083269588,1.3862943611198906,5.779446378577191,3.912023005428146,3.7612001156935624,0
62.0,6,3.3564614878207637,1.9980959022258835,1.490091154801534,0.0,5.810362246718757,5.655991810819852,0.616029877215514,0.0,2.1954869574376787,3.164617613138186,1.6094379124341003,5.825468992912801,3.871201010907891,3.9318256327243257,0
63.0,9,3.838443739638426,1.4413890149268644,0.6694306539426292,0.0,5.832937638879745,5.910796644040527,0.031023165460510694,7.819694253931181e-05,2.843045420975322,3.601668860645658,1.791759469228055,5.9047076831817,4.007333185232471,3.9318256327243257,0
64.0,8,3.9889840465642745,1.791759469228055,1.8917666309221248,0.0,5.8694663902971325,5.771441123130016,0.5415972824327444,0.030771658666753687,1.8021222562636017,3.1273086313427103,1.3862943611198906,5.847709643462844,3.871201010907891,3.871201010907891,0
65.0,2,3.258096538021482,0.0,0.6931471805599453,0.0,5.771565725958661,5.484796933490655,0.0,0.11778303565638346,1.8123787564307907,3.548179572010801,0.0,5.795023781753144,3.8501476017100584,3.713572066704308,0
66.0,6,2.8622008809294686,0.0,0.0,0.0,5.810362246718757,5.655991810819852,0.0,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.0,5.8027224225111045,3.8918202981106265,3.8066624897703196,0
67.0,3,4.600157644164547,2.6026896854443837,2.1972245773362196,0.0,5.795023781753144,5.5254529391317835,0.4054651081081644,0.4054651081081644,1.6094379124341003,3.258096538021482,0.0,5.78726541179471,3.9889840465642745,3.8501476017100584,0
68.0,8,4.297274610786371,1.895548526091037,2.190930908240127,0.0,5.84035091743822,5.707110264748875,0.030771658666753687,0.0,2.106418129378038,4.142886679757494,0.6931471805599453,5.817944146267096,4.143134726391533,4.04305126783455,0
69.0,3,4.376653337584976,2.237004362278031,2.6950098143132744,0.0,5.78726541179471,5.5254529391317835,0.06429435070539725,0.015504186535965254,1.8627468780800365,3.3323440093733097,1.0986122886681098,5.795023781753144,3.970291913552122,4.060443010546419,0
70.0,4,4.297285406218791,2.505525936990736,2.1972245773362196,0.0,5.779446378577191,5.564520407322694,0.0,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.6931471805599453,5.810362246718757,4.04305126783455,3.8501476017100584,0
71.0,3,3.4657359027997265,0.0,1.0986122886681098,0.0,5.8027224225111045,5.5254529391317835,0.0,0.4054651081081644,1.252762968495368,1.749199854809259,0.0,5.755615623296219,3.912023005428146,3.784189633918261,0
72.0,3,4.129148484416793,2.716349003916905,2.1832383353614797,0.0,5.795023781753144,5.5254529391317835,0.0,1.0986122886681098,2.6390573296152584,3.1780538303479458,0.0,5.779446378577191,4.02535169073515,3.9318256327243257,0
73.0,5,3.838443739638426,2.0617070867400673,2.2382288468700415,0.0,5.832937638879745,5.602118820879701,0.7827593392496325,0.46608972992459924,2.7101313673060345,4.020316715063414,0.6931471805599453,5.810362246718757,3.9889840465642745,3.828641396489095,0
74.0,5,3.484120552201046,2.3719945443662134,1.4687380303309652,0.0,5.795023781753144,5.602118820879701,0.4054651081081644,0.4054651081081644,1.0986122886681098,2.1400661634962708,0.6931471805599453,5.810362246718757,4.007333185232471,3.912023005428146,0
75.0,8,4.790660545153786,3.5611348570725725,3.237528894813698,0.0,5.825468992912801,5.771441123130016,0.02650118978676312,0.00012206255006379379,3.09323730835542,3.77674063868563,1.791759469228055,5.847709643462844,3.9512437185814275,3.9512437185814275,0
76.0,3,3.7235932202124964,1.7047480922384253,2.134073840395354,0.0,5.763622475012218,5.442417710521793,0.4260843953109001,0.11778303565638346,2.455842516844089,4.157906043711845,0.6931471805599453,5.771565725958661,3.9512437185814275,3.9889840465642745,0
77.0,6,3.7495040759303713,0.6931471805599453,2.169053700369523,0.0,5.810362246718757,5.655991810819852,0.0,0.0,2.0794415416798357,3.367295829986474,0.0,5.832937638879745,4.07753744390572,3.871201010907891,0
78.0,4,3.871201010907891,1.3862943611198906,1.3862943611198906,0.0,5.795023781753144,5.564520407322694,0.0,0.4054651081081644,1.1786549963416462,2.6210388241125804,0.0,5.795023781753144,3.828641396489095,3.9318256327243257,0
79.0,4,3.091042453358316,1.791759469228055,0.0,0.0,5.795023781753144,5.564520407322694,0.0,0.9162907318741551,1.8718021769015913,3.9415818076696905,0.0,5.795023781753144,3.871201010907891,3.9318256327243257,0
80.0,8,3.1354942159291497,0.6931471805599453,0.0,0.0,5.847709643462844,5.707110264748875,1.0986122886681098,0.0,0.0,1.3862943611198906,0.6931471805599453,5.84035091743822,3.9318256327243257,3.8501476017100584,0
81.0,5,3.7784916128036232,2.063693184711697,2.094945728215801,0.0,5.795023781753144,5.602118820879701,0.08154398450102303,0.3077431685479047,1.3689947022032662,2.5230492764058,1.3862943611198906,5.825468992912801,3.9318256327243257,4.007333185232471,0
82.0,7,2.995732273553991,1.7047480922384253,2.6026896854443837,0.0,5.855014613970084,5.707110264748875,0.7163142398414797,0.0,1.9187591599893625,2.882091039408688,1.6094379124341003,5.84035091743822,3.871201010907891,3.912023005428146,0
83.0,4,4.189654742026425,1.5040773967762742,2.4849066497880004,0.0,5.810362246718757,5.5254529391317835,0.0,0.0,1.55814461804655,3.3586377672433594,0.0,5.825468992912801,3.912023005428146,3.8501476017100584,0
84.0,3,4.219507705176107,1.0986122886681098,2.4849066497880004,0.0,5.779446378577191,5.5254529391317835,0.4579377199274682,0.0,1.9640379513654902,3.452947724936949,1.791759469228055,5.795023781753144,3.9318256327243257,4.02535169073515,0
85.0,5,3.4965075614664802,2.2750613280337757,1.3862943611198906,0.0,5.78726541179471,5.564520407322694,0.0,0.0,0.6931471805599453,4.30406509320417,0.0,5.817944146267096,3.871201010907891,3.8066624897703196,0
86.0,3,5.231108616854587,3.8066624897703196,3.1354942159291497,0.0,5.8027224225111045,5.5254529391317835,0.0,0.0,0.6931471805599453,3.367295829986474,0.0,5.78726541179471,4.007333185232471,3.912023005428146,0
87.0,8,3.4657359027997265,1.9459101490553132,1.0986122886681098,0.0,5.817944146267096,5.771441123130016,0.06429435070539725,0.003898640415657323,2.523851884295395,3.722960026222837,1.791759469228055,5.832937638879745,3.9512437185814275,3.8918202981106265,0
88.0,7,2.5004108363239657,0.7683706017975328,0.06062462181643484,0.0,5.832937638879745,5.707110264748875,0.0,0.0,0.6931471805599453,2.3978952727983707,0.0,5.84035091743822,4.007333185232471,3.8066624897703196,0
89.0,5,3.462801915364939,2.5649493574615367,2.995732273553991,0.0,5.832937638879745,5.602118820879701,1.0986122886681098,0.0,0.0,1.791759469228055,0.6931471805599453,5.817944146267096,3.784189633918261,3.871201010907891,0
90.0,8,3.58351893845611,0.9162907318741551,0.0,0.0,5.832937638879745,5.771441123130016,0.0,0.0,0.0,1.9459101490553132,0.0,5.84035091743822,3.871201010907891,3.9512437185814275,0
91.0,5,3.647406205907361,2.2326151818592677,2.0691347019724375,0.0,5.810362246718757,5.602118820879701,0.4106599249852684,0.0,2.1876300859424584,2.8267587342795366,0.6931471805599453,5.825468992912801,3.8918202981106265,3.828641396489095,0
92.0,7,3.711640896854126,2.127115011149193,1.8669828904656425,0.0,5.8027224225111045,5.707110264748875,0.0029425205370523363,0.40547273741239453,2.343418378906553,3.3412072167853446,1.0986122886681098,5.8622666086363004,4.127134385045092,4.04305126783455,0
93.0,2,3.079613757534693,0.6931471805599453,1.1786549963416462,0.0,5.755615623296219,5.484796933490655,0.0,0.06062462181643484,0.44628710262841953,2.12525107771113,0.0,5.78726541179471,3.9318256327243257,3.9512437185814275,0
94.0,5,4.243123698247448,2.315007612992603,2.3513752571634776,0.0,5.8027224225111045,5.602118820879701,0.003898640415657323,0.46423781320450236,1.5553233878005936,3.438981808401033,1.0986122886681098,5.78726541179471,3.9318256327243257,3.970291913552122,0
95.0,4,4.182050142641207,1.252762968495368,1.4469189829363254,0.0,5.817944146267096,5.602118820879701,0.4855078157817008,0.0,1.9459101490553132,3.8421368779639797,1.0986122886681098,5.795023781753144,3.912023005428146,3.828641396489095,0
96.0,5,3.970291913552122,1.3862943611198906,0.0,0.0,5.8027224225111045,5.655991810819852,0.0,0.0,2.3513752571634776,3.295836866004329,0.0,5.8027224225111045,3.7612001156935624,3.871201010907891,0
97.0,2,4.310799125385514,0.6931471805599453,2.2512917986064953,0.0,5.763622475012218,5.484796933490655,0.0,0.4758459048699639,1.393591888031744,3.1955192333640694,0.0,5.771565725958661,4.007333185232471,3.970291913552122,0
98.0,7,4.04305126783455,3.871201010907891,1.3862943611198906,0.0,5.847709643462844,5.707110264748875,0.6931471805599453,0.0,0.6931471805599453,1.791759469228055,0.6931471805599453,5.847709643462844,3.871201010907891,3.9318256327243257,0
99.0,8,2.1102132003465894,0.5596157879354227,0.6931471805599453,0.0,5.8694663902971325,5.771441123130016,0.0,0.22411963718736277,1.615425808547966,3.032452115981492,1.0986122886681098,5.8694663902971325,3.8918202981106265,3.912023005428146,0
100.0,5,3.965563772356176,1.7613539544599424,1.3823804617987543,0.0,5.810362246718757,5.602118820879701,0.22314355131420976,0.0,1.6094379124341003,3.079613757534693,0.6931471805599453,5.832937638879745,3.970291913552122,3.9512437185814275,0
101.0,8,3.1986731175506815,2.1102132003465894,1.0986122886681098,0.0,5.847709643462844,5.771441123130016,0.0,0.030771658666753687,0.26596354849713794,1.9481398043825824,0.0,5.8694663902971325,3.912023005428146,3.871201010907891,0
102.0,7,3.1354942159291497,2.302585092994046,1.0986122886681098,0.0,5.832937638879745,5.707110264748875,0.0009760864725676952,0.06062462181643484,2.136786434471782,3.1543789694226025,0.0,5.8622666086363004,3.8918202981106265,3.970291913552122,0
103.0,7,2.847812143477369,1.749199854809259,1.252762968495368,0.0,5.84035091743822,5.707110264748875,0.047935306501760366,0.0,2.2149765029445554,3.711854164149449,1.9459101490553132,5.855014613970084,3.784189633918261,4.02535169073515,0
104.0,5,4.477336814478207,1.791759469228055,1.3862943611198906,0.0,5.832937638879745,5.602118820879701,0.0,0.6931471805599453,2.302585092994046,3.367295829986474,0.0,5.817944146267096,3.8918202981106265,3.8501476017100584,0
105.0,6,3.9249083812553787,1.6846613336716878,1.3940765015619456,0.0,5.817944146267096,5.655991810819852,0.3184537311185346,0.0,2.4259083090260445,3.9110850657001697,0.6931471805599453,5.847709643462844,3.9318256327243257,3.970291913552122,0
106.0,5,3.2911964864478267,1.0560526742493137,1.4469189829363254,0.0,5.8027224225111045,5.602118820879701,0.0,0.0,2.3513752571634776,3.5115454388310208,0.0,5.8027224225111045,3.912023005428146,3.784189633918261,0
107.0,9,3.773198611726847,2.6741486494265287,2.3978952727983707,0.0,5.847709643462844,5.942799375126701,0.0,0.0,2.706385098922022,3.58351893845611,0.0,5.847709643462844,3.9512437185814275,3.970291913552122,0
108.0,3,4.09798376561464,2.056224890104171,2.0857691364108963,0.0,5.795023781753144,5.5254529391317835,0.0,0.6286086594223741,1.3545456628053103,2.0149030205422647,0.0,5.78726541179471,3.8501476017100584,4.060443010546419,0
109.0,8,3.446011397451948,0.9162907318741551,0.8583967534552525,0.0,5.855014613970084,5.771441123130016,0.5596157879354227,0.17185025692665923,0.8649974374866045,2.540617256802006,1.3862943611198906,5.847709643462844,3.8066624897703196,3.8918202981106265,0
110.0,1,4.709530201312334,2.8183982582710754,2.224623551524334,0.0,5.73940698562913,5.442417710521793,0.0,0.22314355131420976,1.252762968495368,2.302585092994046,0.0,5.763622475012218,3.871201010907891,3.7612001156935624,0
111.0,1,4.473066345354754,2.2963154799804504,1.8021222562636017,0.0,5.771565725958661,5.442417710521793,0.030771658666753687,0.0,2.146479378330984,3.530945585376812,0.0,5.74754414409507,4.007333185232471,3.912023005428146,0
112.0,4,4.330733340286331,2.3978952727983707,0.6931471805599453,0.0,5.795023781753144,5.564520407322694,0.0,0.0,2.0190610306909282,4.1588830833596715,0.0,5.795023781753144,3.970291913552122,3.828641396489095,0
113.0,6,1.3862943611198906,0.0,0.0,0.0,5.825468992912801,5.655991810819852,0.034552381506659735,0.030771658666753687,2.477063472326974,3.4643922270341356,1.0986122886681098,5.810362246718757,3.9512437185814275,3.912023005428146,0
114.0,7,4.269697449699962,2.691243082785829,1.6817585740137264,0.0,5.832937638879745,5.707110264748875,0.4054651081081644,0.1265874781069219,2.0913937543110954,2.9583509323584454,0.6931471805599453,5.84035091743822,4.07753744390572,3.8918202981106265,0
115.0,9,3.3629761688419575,1.0560526742493137,1.7272209480904839,0.0,5.84035091743822,5.87493073085203,0.033697062769250025,0.22333884504314802,2.1816105533273675,3.5457395824039857,2.0794415416798357,5.8694663902971325,4.127134385045092,3.9889840465642745,0
116.0,7,4.653960350157523,0.0,1.6094379124341003,0.0,5.810362246718757,5.707110264748875,0.0,0.0,0.22314355131420976,1.7047480922384253,0.0,5.825468992912801,3.9318256327243257,4.02535169073515,0
