id,weight_class,B_avg_SIG_STR_att,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_HEAD_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_total_time_fought(seconds),B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_opp_TOTAL_STR_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
75.0,8,89.01757813,64.18945313,26.84765625,157.0058594,118.3808594,83.96289063,44.35742188,51.7421875,56.234375,6.447265625,4.8828125,46.08398438,38.76171875,9.556640625,815.2128906,0.0,182.88,205.0,197.331543,5.0,193.04,193.04,205.0,1,0
76.0,3,70.0,85.0,43.5,89.0,39.41293287,103.4375,55.29394531,48.4375,80.06436157,10.0,5.875,72.0,75.75,23.5,780.625,0.0,162.56,115.0,180.03125,1.0,175.26,167.64,135.0,0,0
77.0,6,87.4375,88.4375,32.0,92.359375,40.5,91.0,73.75,70.0,76.25,7.0,4.6015625,62.75,82.6875,20.25,856.2963867,0.0,177.8,170.0,133.0,0.0,185.42,187.96,170.0,1,0
78.0,4,40.0,47.0,17.0,77.0,46.0,86.0,53.0,33.0,35.0,10.0,8.0,27.0,39.0,10.0,900.0,0.0,172.72,145.0,58.5,0.0,175.26,175.26,145.0,1,0
79.0,4,75.0,48.0,24.0,75.0,20.0,56.0,29.0,62.0,47.0,1.0,1.0,70.0,35.0,17.0,251.0,0.0,172.72,145.0,221.0,0.0,165.1,175.26,145.0,1,0
80.0,8,10.0,4.0,2.0,24.0,21.0,8.0,6.0,4.0,3.0,0.0,0.0,7.0,4.0,2.0,146.0,0.0,190.5,185.0,30.0,1.0,185.42,190.5,185.0,1,0
81.0,5,79.875,98.25,33.25,99.125,41.75,122.125,55.5,62.875,80.625,11.625,6.75,67.875,80.875,20.25,704.0,0.0,172.72,155.0,78.16064453,3.0,175.26,185.42,155.0,1,0
82.0,7,41.0,41.5,23.0,42.0,18.0,73.0,48.0,29.0,30.5,9.0,6.5,35.0,26.0,13.0,342.5,1.0,193.04,185.0,62.4296875,4.0,187.96,190.5,205.0,1,0
83.0,4,142.75,151.5,52.0,157.0,64.0,182.0,73.75,118.5,129.5,12.75,6.5,138.5,126.75,36.25,900.0,0.0,177.8,135.0,110.75,0.0,185.42,185.42,145.0,1,0
84.0,3,130.0,232.0,131.0,141.0,66.0,240.0,136.0,108.0,143.0,22.0,14.0,128.0,221.0,123.0,900.0,0.0,167.64,135.0,86.11706543,5.0,170.18,175.26,135.0,1,0
85.0,5,71.0,100.5,46.0,94.53125,31.0,135.5,90.5,64.0,89.0,2.0,4.5,74.0,59.25,38.42056918,813.0,0.0,170.18,145.0,180.03125,0.0,177.8,182.88,145.0,1,0
86.0,3,226.0,185.0,114.0,298.0,185.0,216.0,138.0,152.0,113.0,71.0,64.0,182.0,160.0,90.0,900.0,0.0,175.26,135.0,82.0,0.0,167.64,172.72,135.0,1,0
87.0,8,51.0,46.0,15.0,52.0,30.0,47.0,16.0,51.0,38.0,2.0,2.0,35.0,44.0,15.0,253.0,1.0,180.34,205.0,169.9804688,5.0,187.96,187.96,205.0,1,0
88.0,7,14.53125,15.71875,7.28125,17.75,10.1875,19.65625,9.90625,12.65625,12.09375,3.0,2.25,8.65625,8.3125,2.625,138.59375,0.0,185.42,185.0,96.0,0.0,180.34,190.5,170.0,1,0
89.0,5,77.75,65.75,36.0,58.0,29.90625,74.0,36.0,81.5,55.0,10.0,6.0,54.5,42.0,18.0,657.0625,0.0,185.42,155.0,16.0,1.0,182.88,182.88,155.0,1,0
90.0,8,17.0,25.0,17.5,45.0,34.0,90.0,66.5,16.0,16.5,4.0,3.0,12.0,12.5,7.0,573.5,0.0,185.42,205.0,76.0,0.0,185.42,190.5,205.0,1,0
91.0,5,57.25,58.98046875,19.3828125,71.80078125,36.375,79.40625,35.57421875,44.62890625,48.11328125,6.7734375,4.671875,36.42578125,45.67578125,13.875,471.140625,2.0,177.8,155.0,55.59375,1.0,185.42,185.42,145.0,1,0
92.0,7,70.73925781,66.22753906,27.89648438,74.81542969,38.92089844,72.13476563,33.50097656,48.48632813,52.21972656,10.09375,6.94921875,59.78222656,55.87207031,19.81054688,519.4902344,2.0,175.26,185.0,101.1463223,2.0,185.42,198.12,185.0,1,0
93.0,2,34.25,53.25,23.0,39.25,19.75,75.25,41.0,25.25,47.5,3.5,2.25,31.75,39.0,12.75,445.25,0.0,160.02,125.0,44.25,0.0,167.64,172.72,125.0,0,0
94.0,5,131.875,93.0,41.125,147.0,67.625,103.375,50.5,82.5,68.25,15.0,12.125,121.625,82.875,35.125,771.375,2.0,175.26,155.0,92.62042236,2.0,172.72,172.72,145.0,1,0
95.0,4,118.0,147.5,43.5,124.0,63.5,156.75,52.75,86.75,117.0,10.0,6.25,113.0,143.0,41.25,802.5,0.0,180.34,155.0,157.375,2.0,172.72,175.26,145.0,1,0
96.0,5,142.0,122.0,49.0,155.0,51.0,125.0,50.0,131.0,106.0,13.0,6.0,124.0,120.0,47.0,900.0,0.0,175.26,170.0,115.5,0.0,177.8,177.8,170.0,1,0
97.0,2,131.5,136.5,57.0,141.0,72.5,177.0,92.5,103.5,100.0,22.5,14.0,128.0,122.0,49.0,774.0,1.0,162.56,125.0,103.7822266,0.0,167.64,167.64,125.0,0,0
98.0,7,62.0,22.0,14.0,83.0,55.0,76.0,64.0,33.0,15.0,7.0,5.0,3.0,3.0,0.0,437.0,1.0,190.5,185.0,10.0,1.0,182.88,193.04,185.0,1,0
99.0,8,8.75,4.25,1.5,8.75,6.25,4.5,1.75,7.75,3.25,0.0,0.0,3.5,3.25,0.75,51.0,3.0,198.12,205.0,73.11987305,2.0,190.5,200.66,205.0,1,0
100.0,5,67.25,60.03125,35.0,77.0,50.75,69.75,29.0,52.5,48.32507324,3.5,3.0,55.75,46.3125,16.0,300.25,0.0,177.8,155.0,64.5,1.0,180.34,187.96,155.0,1,0
101.0,8,51.5,55.0,18.75,58.5,22.5,64.25,26.0,38.0,44.0,5.75,4.0,37.75,50.5,15.0,446.5,0.0,190.5,205.0,41.25,0.0,187.96,200.66,205.0,1,0
102.0,7,23.0,20.0,6.0,29.0,21.0,20.0,6.0,17.0,9.0,3.0,0.0,9.0,18.0,4.0,221.0,0.0,185.42,185.0,94.67724609,0.0,185.42,198.12,185.0,1,0
103.0,7,32.25,22.875,5.875,33.0,15.25,24.5,7.375,29.125,19.75,1.25,1.0,21.375,18.5,3.0,208.75,2.0,187.96,185.0,129.2928772,6.0,185.42,195.58,185.0,1,0
104.0,5,70.0,85.0,53.0,130.0,86.0,132.0,95.0,53.0,73.0,7.0,7.0,63.0,59.0,31.0,900.0,0.0,185.42,155.0,122.0,0.0,182.88,182.88,145.0,1,0
105.0,6,98.3828125,65.3671875,24.2734375,104.3984375,48.6484375,67.75,26.3828125,84.96875,45.546875,12.0703125,5.5,79.0625,60.6875,21.0859375,504.3125,1.0,180.34,170.0,146.421875,1.0,180.34,193.04,170.0,1,0
106.0,5,67.125,58.125,17.625,70.375,24.875,66.875,25.875,57.375,52.125,4.5,3.375,60.75,50.75,12.375,404.875,1.0,175.26,155.0,152.5,0.0,172.72,177.8,155.0,1,0
107.0,9,97.5,90.398983,53.75,98.0,41.51904297,75.375,53.0,81.34375,56.5625,13.72851563,12.33154297,60.0,78.25,43.0,465.0625,0.0,190.5,265.0,120.1073341,0.0,190.5,193.04,235.0,1,0
108.0,3,112.828125,117.2851563,52.92578125,122.4492188,58.21875,131.5820313,66.22265625,77.0625,78.27734375,25.203125,14.89453125,100.1601563,103.7851563,42.03515625,694.8710938,2.0,172.72,135.0,53.25,0.0,167.64,172.72,135.0,1,0
109.0,8,37.90625,19.9375,4.890625,48.375,29.375,22.75,7.53125,25.65625,16.671875,1.140625,0.453125,21.203125,18.1875,3.703125,391.34375,2.0,193.04,205.0,59.3125,3.0,185.42,193.04,205.0,1,0
110.0,1,135.5,106.25,30.5,182.0,109.0,132.5,52.5,106.25,80.25,17.25,9.75,113.25,96.25,23.5,900.0,0.0,154.94,115.0,100.0,0.0,165.1,165.1,115.0,0,0
111.0,1,163.0625,113.4375,46.6875,177.6875,85.625,123.625,55.875,118.5,91.9375,11.25,6.9375,146.9375,102.0625,39.125,889.875,0.0,165.1,115.0,260.3125,0.0,162.56,160.02,115.0,0,0
112.0,4,77.75,27.5,13.0,112.65625,74.0,60.5,36.5,48.60784912,19.25,2.0,2.25,61.5,31.23876953,12.19799805,776.875,0.0,172.72,145.0,184.5,0.0,165.1,175.26,135.0,1,0
113.0,6,11.0,9.0,6.0,11.0,2.0,22.0,13.0,9.0,8.0,0.0,0.0,11.0,7.0,4.0,145.0,0.0,182.88,170.0,173.2226563,2.0,177.8,180.34,170.0,1,0
114.0,7,62.75,43.625,19.5,92.25,69.5,52.375,27.375,48.875,29.875,5.875,3.625,33.5,34.875,14.5,448.875,3.0,185.42,185.0,54.06494141,1.0,187.96,190.5,185.0,1,0
115.0,9,19.875,24.5,13.125,39.625,26.875,49.375,37.5,16.875,22.5,1.75,1.5,15.75,12.125,4.875,355.875,1.0,187.96,240.0,101.418457,7.0,198.12,200.66,255.0,1,0
116.0,7,155.0,96.0,48.0,198.0,103.0,198.0,127.0,142.0,91.0,3.0,2.0,155.0,89.0,41.0,900.0,0.0,177.8,185.0,28.25,0.0,177.8,185.42,185.0,1,0
117.0,4,7.0,10.0,9.0,10.0,5.0,28.0,24.0,7.0,8.0,1.0,1.0,7.0,3.0,2.0,198.0,0.0,177.8,145.0,63.234375,0.0,175.26,180.34,145.0,1,0
118.0,7,42.0,42.0,16.0,106.0,74.5,60.5,32.5,37.5,31.0,4.5,2.5,25.0,31.5,9.5,585.0,0.0,182.88,185.0,97.1875,3.0,185.42,195.58,185.0,1,0
119.0,7,30.75,27.25,15.5,41.75,22.0,37.5,24.0,18.5,20.0,5.5,4.5,22.0,15.0,6.75,359.0,0.0,182.88,185.0,166.5007248,0.0,187.96,182.88,185.0,1,0
120.0,6,7.90625,10.6328125,5.1796875,8.72265625,4.57421875,15.28515625,9.58984375,6.9453125,8.1875,2.01953125,1.30078125,5.9921875,7.3515625,2.8984375,115.8789063,1.0,182.88,185.0,137.5088196,2.0,180.34,190.5,170.0,1,0
