id,weight_class,B_avg_opp_SIG_STR_att,B_avg_TOTAL_STR_att,B_avg_opp_TOTAL_STR_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_opp_SIG_STR_att,R_avg_opp_TOTAL_STR_att,R_avg_BODY_att,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_DISTANCE_att,R_avg_opp_DISTANCE_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
10.0,5,4.143134726391533,4.42484663185681,4.7535901911063645,4.07753744390572,1.3862943611198906,0.6931471805599453,3.2386784521643803,2.9444389791664403,1.9459101490553132,0.0,5.817944146267096,5.602118820879701,3.912023005428146,4.060443010546419,1.3862943611198906,2.4849066497880004,2.0794415416798357,3.295836866004329,3.6109179126442243,0.6931471805599453,5.810362246718757,5.810362246718757,5.602118820879701,1,0
11.0,5,4.634728988229636,5.181783550292085,4.927253685157205,4.491441420659749,2.0476928433652555,1.7047480922384253,4.502583597212991,4.375757021660286,3.1135153092103742,0.0,5.795023781753144,5.564520407322694,4.791649752930709,4.914491433543353,3.091042453358316,2.8183982582710754,2.4423470353692043,4.686750172980514,4.5081084731449605,0.6931471805599453,5.810362246718757,5.825468992912801,5.602118820879701,1,0
12.0,8,4.52611597209356,4.571658770509731,4.620658367079047,4.395243426439039,1.9884803617512805,1.579421308429318,4.361820960515226,4.405653739568585,3.5929401794209106,1.6094379124341003,5.832937638879745,5.771441123130016,5.267858159063328,5.293304824724492,1.791759469228055,2.70805020110221,2.5649493574615367,4.927253685157205,5.187385805840755,0.0,5.84035091743822,5.8622666086363004,5.771441123130016,1,0
13.0,8,4.51085950651685,3.8815637979434374,5.043425116919247,3.9889840465642745,3.332204510175204,3.295836866004329,2.6741486494265287,3.1780538303479458,2.8903717578961645,0.0,5.817944146267096,5.771441123130016,3.9512437185814275,4.276666119016055,0.6931471805599453,1.791759469228055,1.3862943611198906,3.044522437723423,2.9444389791664403,0.0,5.8027224225111045,5.8622666086363004,5.771441123130016,1,0
14.0,7,3.912023005428146,4.507965332983541,4.31748811353631,3.7495040759303713,1.6582280766035324,1.1786549963416462,3.5553480614894135,3.676300671907076,2.917770732084279,0.0,5.84035091743822,5.707110264748875,4.1588830833596715,4.1588830833596715,2.5649493574615367,1.3862943611198906,1.0986122886681098,4.174387269895637,4.127134385045092,0.0,5.817944146267096,5.847709643462844,5.707110264748875,1,0
15.0,6,4.656486917600988,4.863560217489371,4.841260811451357,4.395557722083232,2.917559561140616,2.475586003874985,4.498789184589545,4.46942652673384,3.38465505879284,1.0986122886681098,5.84035091743822,5.655991810819852,4.964443070953756,5.04723902953825,2.214170032465104,2.4687034939648034,2.1812833005680123,4.1964637463861,4.931665009060832,0.6931471805599453,5.817944146267096,5.817944146267096,5.655991810819852,1,0
16.0,9,4.442651256490317,4.927253685157205,4.505349850705881,4.356708826689592,1.7047480922384253,1.0986122886681098,4.412798293340635,4.204692619390966,3.1986731175506815,0.6931471805599453,5.832937638879745,5.707110264748875,3.1780538303479458,3.349904087274605,1.7047480922384253,1.7047480922384253,0.6931471805599453,3.1986731175506815,2.9444389791664403,1.0986122886681098,5.84035091743822,5.89075984298635,5.942799375126701,1,0
17.0,3,4.21582445975981,4.513602992462601,4.366278277705742,3.960813169597578,2.67630150278763,2.4849066497880004,4.073291153024268,3.8918202981106265,2.6390573296152584,0.0,5.8027224225111045,5.5254529391317835,4.762173934797756,4.794239756968549,1.791759469228055,2.740840023925201,2.1546649629174235,4.276666119016055,4.709530201312334,0.0,5.763622475012218,5.810362246718757,5.5254529391317835,0,0
18.0,1,4.532599493153256,5.31566600488265,4.74493212836325,3.970291913552122,3.091042453358316,2.4849066497880004,4.1666652238017265,4.276666119016055,3.295836866004329,0.0,5.755615623296219,5.442417710521793,5.003946305945459,5.0106352940962555,3.8501476017100584,3.2188758248682006,2.4849066497880004,5.231108616854587,4.948759890378168,0.0,5.731203070232193,5.722931293494962,5.442417710521793,0,0
19.0,7,4.290459441148391,5.167639042905921,4.394449154672439,3.9318256327243257,2.772588722239781,2.4849066497880004,4.297285406218791,4.127134385045092,3.044522437723423,0.0,5.84035091743822,5.707110264748875,3.295836866004329,4.204692619390966,2.1972245773362196,1.0986122886681098,0.6931471805599453,3.4011973816621555,2.302585092994046,0.0,5.817944146267096,5.847709643462844,5.707110264748875,1,0
20.0,8,4.944929425206678,5.5828646480478605,5.1196531762281685,4.748458512052837,2.7041363017810736,2.4907489254122286,4.912022792624933,4.798176642882062,4.05592040673251,1.0986122886681098,5.832937638879745,5.707110264748875,4.503967680478929,4.673996376917944,3.798294240099803,2.3978952727983707,2.1832383353614797,4.198141355903744,3.863357833446865,0.6931471805599453,5.825468992912801,5.84035091743822,5.771441123130016,1,0
21.0,4,4.504659004391702,4.7535901911063645,4.532599493153256,4.30406509320417,2.5649493574615367,2.0149030205422647,4.297285406218791,4.452252876113982,3.107944264160919,0.0,5.810362246718757,5.564520407322694,4.051784947803305,4.684443366882599,1.6094379124341003,1.791759469228055,1.7047480922384253,3.4420193761824107,3.7495040759303713,0.0,5.779446378577191,5.795023781753144,5.564520407322694,1,0
22.0,7,4.259648027881503,4.695990877650386,4.466281275459703,3.7243703690074907,2.771124714853749,2.0190083515938655,4.160163524650972,4.128783926384051,3.0508399241267834,0.6931471805599453,5.84035091743822,5.707110264748875,5.148247906286266,5.218637116512127,1.9212378086094606,2.2986711936729094,2.154396018233305,4.50149350033694,5.059735817718257,1.0986122886681098,5.825468992912801,5.8622666086363004,5.707110264748875,1,0
23.0,7,3.0594612746185863,3.6944433232973677,3.444459755393326,2.784638934051357,1.2698241495826892,1.0838709889766287,2.79506878345477,2.645538704339689,1.5914269531138585,1.6094379124341003,5.825468992912801,5.707110264748875,4.0254911899332555,4.395413196008068,2.4631881258333572,1.9644317566161291,1.7121778097693436,4.07617926572797,3.6187524298080374,0.6931471805599453,5.825468992912801,5.832937638879745,5.707110264748875,1,0
24.0,4,4.237723145067448,3.926911617921897,4.391357962102766,3.960813169597578,2.4203681286504293,2.224623551524334,3.597312260588446,3.817712325956905,3.056356895370426,0.6931471805599453,5.817944146267096,5.602118820879701,3.6888794541139363,4.085976312551584,2.1972245773362196,1.3862943611198906,1.252762968495368,2.5649493574615367,2.5257286443082556,0.0,5.8027224225111045,5.8027224225111045,5.564520407322694,1,0
25.0,6,3.6888794541139363,4.824305715904762,3.8918202981106265,3.4657359027997265,1.0986122886681098,1.2996380347287004,3.6282914527207155,3.5078071167204135,2.822122657362058,0.0,5.810362246718757,5.655991810819852,4.751820711845747,4.801632821426377,2.7254756181436446,1.984497505774152,1.7372400334556939,4.094442213787365,4.543627173830319,1.0986122886681098,5.825468992912801,5.832937638879745,5.655991810819852,1,0
26.0,2,4.634728988229636,4.987025428457122,5.130638086490952,4.363098624788363,3.044522437723423,2.4849066497880004,4.522467694222849,4.61512051684126,3.769883238267023,0.0,5.795023781753144,5.484796933490655,4.343805421853684,4.394449154672439,2.4849066497880004,1.0986122886681098,0.6931471805599453,4.418840607796598,4.30406509320417,0.0,5.755615623296219,5.795023781753144,5.484796933490655,1,0
27.0,6,4.517363037911166,4.9855311385003445,4.565811963380819,4.131911264021683,2.8368830729451786,2.104515179231952,4.76896174285203,4.43896801107402,3.4524646340439493,0.6931471805599453,5.810362246718757,5.655991810819852,5.108404569058261,5.3183497468607355,1.8765983491650844,3.5318600801822,3.241737494011463,4.846092258653943,4.956761919777186,0.6931471805599453,5.817944146267096,5.832937638879745,5.655991810819852,1,0
28.0,5,4.02535169073515,4.894101477840304,4.110873864173311,3.6888794541139363,2.6390573296152584,2.5649493574615367,4.471638793363569,3.784189633918261,2.6390573296152584,0.6931471805599453,5.810362246718757,5.602118820879701,4.212127597878484,4.388257184424518,1.6094379124341003,2.0794415416798357,1.8718021769015913,3.1354942159291497,3.58351893845611,0.6931471805599453,5.810362246718757,5.825468992912801,5.602118820879701,1,0
29.0,6,4.189654742026425,4.52720864451838,4.48863636973214,3.713572066704308,3.044522437723423,2.5649493574615367,2.917770732084279,3.4339872044851463,2.4849066497880004,0.0,5.8027224225111045,5.602118820879701,3.996191804451767,4.158394682861563,0.965080896043587,1.8861222306763399,1.6063080194251727,3.2399031920602765,3.417726683613366,1.0986122886681098,5.825468992912801,5.84035091743822,5.655991810819852,1,0
30.0,9,5.093750200806762,5.000584958242754,5.10594547390058,4.74493212836325,3.044522437723423,2.3978952727983707,4.945207488773801,4.990432586778736,4.07753744390572,0.0,5.84035091743822,5.902633333401366,3.347708696711169,3.371596911885865,1.2163953243244932,0.4855078157817008,0.4054651081081644,3.349904087274605,2.768674822918645,1.3862943611198906,5.84035091743822,5.8622666086363004,5.929589143389895,1,0
31.0,5,4.756817735597231,4.715145039196663,4.825309228282002,4.590056548178043,2.7327428136925818,2.1546649629174235,4.553876891600541,4.634728988229636,3.6142905971228636,0.0,5.8027224225111045,5.602118820879701,4.283586561860629,4.537961436294641,2.9311937524164198,2.6741486494265287,2.2512917986064953,4.7664383335842135,4.1067670822206574,0.0,5.779446378577191,5.817944146267096,5.602118820879701,1,0
32.0,7,3.075226453582973,4.148768935968995,3.2637334155492312,2.931623347593863,0.7142845093926766,0.5730574094964642,2.8887156562053593,2.957561789836661,1.9795524130093147,1.6094379124341003,5.84035091743822,5.707110264748875,4.1079569363678985,4.207774241089797,1.2809779253238662,2.031040019585538,1.6211729855285046,3.6938900732193822,3.901305375872605,1.6094379124341003,5.832937638879745,5.84035091743822,5.655991810819852,1,0
33.0,5,4.71961432037896,4.783316371371566,4.764841314346728,4.443386280411685,2.8295300986399194,1.9459101490553132,4.681552355906898,4.676909283143068,3.3187211598379167,0.0,5.810362246718757,5.602118820879701,5.418661567175157,5.436820194397177,3.139534891826568,2.9881395370449724,2.4065251588906085,5.191318772193801,5.35262412770529,1.6094379124341003,5.78726541179471,5.795023781753144,5.602118820879701,1,0
34.0,3,4.095385686730511,4.384367642375855,4.232293267473079,3.972647627244581,1.3862943611198906,1.6156684621847364,3.5040547671018634,3.828641396489095,2.7245795030534206,0.0,5.78726541179471,5.5254529391317835,4.514800904815998,4.592116607539029,2.473118694035958,2.5381511643068126,2.272447998573807,4.364490967131647,4.343196470246517,1.0986122886681098,5.779446378577191,5.795023781753144,5.5254529391317835,1,0
35.0,9,3.8567745311976673,4.433046454170583,4.293878247897177,3.7256934272366524,1.270462545594769,1.270462545594769,4.007333185232471,3.7120465133954705,2.643511679964639,1.3862943611198906,5.810362246718757,5.942799375126701,4.913932217394632,5.266860964091505,3.2771447329921766,2.748121914231761,2.643789419169313,4.60366514778607,4.416248772977012,2.0794415416798357,5.847709643462844,5.855014613970084,5.869296913133774,1,0
36.0,4,4.8182634014487995,4.7427558489406545,4.899703733388974,4.42484663185681,3.044522437723423,2.6210388241125804,4.3208159036289855,4.627420794922911,3.7316994512968646,0.0,5.825468992912801,5.564520407322694,4.919980925828125,4.973279507552487,2.833213344056216,2.803360380906535,2.5649493574615367,4.897839799950911,4.677490847567717,0.6931471805599453,5.78726541179471,5.817944146267096,5.564520407322694,1,0
37.0,6,4.143134726391533,5.270432163058501,4.1588830833596715,3.784189633918261,2.3978952727983707,1.9459101490553132,4.61015772749913,4.04305126783455,3.4657359027997265,0.0,5.817944146267096,5.655991810819852,4.0152562600697985,4.050697400115906,2.760800766487739,1.6218604324326575,1.490091154801534,4.229112169584884,3.9494392068135684,0.6931471805599453,5.817944146267096,5.847709643462844,5.655991810819852,1,0
38.0,3,3.8824996518542902,4.7535901911063645,4.477336814478207,3.6842790446888505,2.6210388241125804,2.282063457273249,4.118576575907553,3.588713755333214,2.2380465718564744,0.0,5.810362246718757,5.5254529391317835,4.028137983983832,4.330733340286331,1.735519750905179,2.3978952727983707,2.1972245773362196,3.4965075614664802,3.4735180432417816,0.0,5.74754414409507,5.74754414409507,5.484796933490655,1,0
39.0,6,3.1273086313427103,3.518980417318539,3.530030253505124,2.9639835752394106,0.8383291904044432,0.8109302162163288,1.8813716279177422,2.2963154799804504,1.33828514193353,0.0,5.84035091743822,5.655991810819852,3.8240255679679174,4.312041196246373,2.3181183346156002,1.338074385037331,1.0793438267801823,2.8941914994968414,3.312028820714273,1.791759469228055,5.8027224225111045,5.817944146267096,5.655991810819852,1,0
40.0,3,2.0149030205422647,3.4339872044851463,2.0149030205422647,1.6094379124341003,0.0,0.0,2.5257286443082556,1.9459101490553132,0.4054651081081644,0.6931471805599453,5.795023781753144,5.5254529391317835,4.529907701487544,4.54595082632812,2.6390573296152584,1.8325814637483102,1.3217558399823195,4.502583597212991,4.4630304188269685,1.0986122886681098,5.779446378577191,5.8027224225111045,5.564520407322694,1,0
41.0,8,4.656338472562491,4.297285406218791,4.781222129768451,4.3694478524670215,2.6026896854443837,2.4203681286504293,3.960813169597578,4.356708826689592,3.5115454388310208,0.0,5.817944146267096,5.771441123130016,3.343165424629719,4.097010276878903,1.5752669279129254,1.2605451089374229,1.143177269467199,2.312303342462967,2.0987845045229667,0.0,5.825468992912801,5.84035091743822,5.771441123130016,1,0
42.0,5,5.41940115538675,5.533738269003328,5.432556059039524,5.288602975773819,2.8439408690301042,2.2807293341189303,5.496066484173052,5.397752218185974,4.597470945052746,1.3862943611198906,5.810362246718757,5.602118820879701,4.000491653415755,4.111712995610586,1.7118252626125103,1.705613307286458,1.4840069927244322,3.9148790305030494,3.844260542891838,1.791759469228055,5.795023781753144,5.817944146267096,5.602118820879701,1,0
43.0,1,5.126935749792416,5.356586274672012,5.2548878086207,4.824305715904762,3.5409593240373143,2.970414465569701,4.966335035199676,5.0401940963378005,3.6888794541139363,0.0,5.771565725958661,5.484796933490655,4.820533549983339,4.916782385289909,1.2437942985126076,1.936941479072553,1.4246132254220272,4.430816798843313,4.6798137289838575,0.0,5.755615623296219,5.74754414409507,5.442417710521793,0,0
44.0,6,4.26378305901648,4.940684584028358,4.578340067140537,4.133696727151885,1.7284788371495472,1.3497775088180362,4.80276753811052,4.209965975106327,2.9535080307179453,0.6931471805599453,5.825468992912801,5.655991810819852,4.5049969499907085,4.5700989891993515,2.6777989582456545,1.9020462900444013,1.4455784528271978,4.785511417398129,4.387524944725434,1.791759469228055,5.84035091743822,5.8766147054290405,5.655991810819852,1,0
45.0,6,2.6210388241125804,3.4735180432417816,3.091042453358316,2.3978952727983707,0.22314355131420976,0.0,2.9831534913471307,2.4423470353692043,1.0116009116784799,1.0986122886681098,5.84035091743822,5.771441123130016,3.5263605246161616,4.110873864173311,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.302585092994046,2.1972245773362196,0.0,5.8027224225111045,5.832937638879745,5.655991810819852,1,0
46.0,5,4.0118683403978626,4.290459441148391,4.174387269895637,3.657130755799356,2.0149030205422647,1.840053478587011,4.039206165596445,4.141645522840065,3.188416617383492,0.0,5.817944146267096,5.602118820879701,4.971006164218884,4.841229962568847,2.7568403652716422,1.5040773967762742,1.6094379124341003,4.430816798843313,4.4769176084418145,0.0,5.78726541179471,5.795023781753144,5.602118820879701,1,0
47.0,7,3.4965075614664802,2.2512917986064953,3.5263605246161616,3.2188758248682006,0.6931471805599453,0.6931471805599453,1.7047480922384253,3.4657359027997265,2.772588722239781,0.0,5.810362246718757,5.707110264748875,3.044522437723423,3.4965075614664802,0.0,1.3862943611198906,0.9162907318741551,2.6741486494265287,2.8903717578961645,0.6931471805599453,5.817944146267096,5.847709643462844,5.707110264748875,1,0
48.0,5,4.127638290321564,4.477691865076646,4.535284058523925,3.7472957570351424,2.3978952727983707,1.9547990964725592,4.107795359946224,3.7487685113514173,2.540617256802006,0.0,5.8027224225111045,5.602118820879701,3.3843902633457743,3.644143560272545,0.8109302162163288,1.3217558399823195,1.1786549963416462,2.5649493574615367,2.463853240590168,1.0986122886681098,5.810362246718757,5.810362246718757,5.602118820879701,1,0
49.0,6,4.369843343870238,4.264878163264013,4.5814536593707755,4.224092765936757,1.640209571100854,1.409461420401425,3.791971774360316,4.223177434065069,3.180654612048003,1.0986122886681098,5.8027224225111045,5.655991810819852,3.6005444030906064,3.7441011792407233,2.0074206703804878,1.3795271302270025,1.2038018913211403,3.160241713545654,3.1762414794484175,1.6094379124341003,5.832937638879745,5.84035091743822,5.655991810819852,1,0
50.0,5,5.407171771460119,5.075173815233827,5.424950017481403,5.358941988364472,2.1400661634962708,1.252762968495368,4.852030263919617,5.393627546352362,4.007333185232471,0.0,5.8027224225111045,5.602118820879701,3.5409593240373143,4.04305126783455,2.6390573296152584,1.5040773967762742,1.0986122886681098,3.784189633918261,3.349904087274605,0.0,5.795023781753144,5.810362246718757,5.602118820879701,1,0
51.0,6,3.696273922521673,4.418840607796598,4.154969184038536,3.6635616461296463,1.8718021769015913,1.6737322631394975,3.716616209085536,3.417726683613366,2.302585092994046,0.0,5.810362246718757,5.655991810819852,4.709530201312334,4.740574822994295,2.5649493574615367,2.6390573296152584,2.5257286443082556,5.150397236471415,4.677490847567717,0.6931471805599453,5.8027224225111045,5.825468992912801,5.655991810819852,1,0
52.0,3,4.613882126590113,4.747103681876758,4.659303194568019,4.267071627622294,2.5257286443082556,1.890850371872286,4.480881660444746,4.5512418439625355,3.369448683347575,0.0,5.795023781753144,5.5254529391317835,4.343805421853684,4.3694478524670215,2.5649493574615367,2.5257286443082556,1.6094379124341003,4.448516375942715,4.276666119016055,0.0,5.771565725958661,5.795023781753144,5.545177444479562,1,0
53.0,6,2.917770732084279,4.127134385045092,3.8066624897703196,2.1400661634962708,1.6094379124341003,1.252762968495368,1.7047480922384253,2.1972245773362196,1.252762968495368,0.0,5.817944146267096,5.655991810819852,3.0385522707369192,3.2088254890146994,0.22314355131420976,1.0560526742493137,0.6286086594223741,2.6996819514316934,2.716349003916905,0.0,5.8027224225111045,5.832937638879745,5.655991810819852,1,0
54.0,5,4.770684624465665,4.7535901911063645,5.002752745613482,4.61512051684126,2.833213344056216,2.475586003874985,4.162781723775329,4.412798293340635,2.995732273553991,0.0,5.817944146267096,5.602118820879701,3.8744509325203893,3.960813169597578,2.3835888771471327,1.664162812123347,1.2878542883066382,4.251615369385602,3.703614113870873,1.0986122886681098,5.795023781753144,5.832937638879745,5.602118820879701,1,0
55.0,8,4.52720864451838,4.712902885790974,4.66814498514948,4.335655417491759,1.2163953243244932,1.0116009116784799,4.6064194053885235,4.3975308212098465,3.107944264160919,0.0,5.84035091743822,5.771441123130016,3.9427946640948996,3.974410777862962,1.4469189829363254,1.640209571100854,1.5246966839790097,3.770603439954617,3.8620446356219045,1.0986122886681098,5.832937638879745,5.855014613970084,5.707110264748875,1,0
56.0,5,4.757891273005756,4.388257184424518,5.059425458265688,4.59511985013459,2.302585092994046,2.2512917986064953,4.30406509320417,4.460144413937834,3.3843902633457743,0.0,5.847709643462844,5.602118820879701,4.416218544395752,4.485188461172722,1.81900336906844,2.1719095515702813,1.7029709458670241,3.9293920386407772,4.185102827309437,0.6931471805599453,5.795023781753144,5.8027224225111045,5.602118820879701,1,0
57.0,7,4.666401241298323,4.698774365947316,4.825246538252831,4.364018782587182,1.9321439532911653,1.060796837671292,4.393580722138485,4.5637580108872005,3.1438660040789133,1.3862943611198906,5.84035091743822,5.655991810819852,3.6142905971228636,4.027581346062418,2.2380465718564744,1.5040773967762742,1.3862943611198906,2.924504764265623,3.2037621870581527,1.0986122886681098,5.817944146267096,5.810362246718757,5.707110264748875,1,0
58.0,2,4.675162557808126,4.409763389645481,4.6798137289838575,4.382026634673881,2.327277705584417,1.3217558399823195,4.162781723775329,4.64799018317102,3.590439381300684,1.0986122886681098,5.78726541179471,5.484796933490655,4.033410647787968,4.08334680801256,1.729994874973209,0.6931471805599453,0.4950772667978515,3.9110850657001697,3.8943680701894254,0.0,5.78726541179471,5.8027224225111045,5.484796933490655,1,0
59.0,4,4.901564199041894,5.363636832668679,4.955827057601261,4.590056548178043,3.5263605246161616,3.2188758248682006,5.099866427824199,4.832305758571839,3.8066624897703196,0.0,5.78726541179471,5.564520407322694,4.363098624788363,4.605170185988092,2.740840023925201,2.1972245773362196,2.0149030205422647,3.713572066704308,3.979681653901961,0.0,5.8027224225111045,5.8027224225111045,5.564520407322694,1,0
60.0,9,4.157906043711845,4.495111149548711,4.220426400693179,3.9470281146268364,2.073564933190851,1.840053478587011,4.027302910866411,3.958727663106557,2.9135388171776992,1.0986122886681098,5.847709643462844,5.860786223465865,3.0424742105852363,3.3598598462874367,1.3862943611198906,0.8315495034190644,0.7791815179017485,2.9380452273655218,2.7129859170580564,1.0986122886681098,5.847709643462844,5.8766147054290405,5.942799375126701,1,0
61.0,2,4.6491870714048655,4.774912960575186,4.867534450455582,4.363098624788363,2.3513752571634776,1.9459101490553132,4.471638793363569,4.505349850705881,3.295836866004329,0.6931471805599453,5.763622475012218,5.484796933490655,4.005057871395335,4.0828200763701465,3.1023420086122493,1.936941479072553,1.3545456628053103,4.255612709818223,3.885422323630967,1.3862943611198906,5.74754414409507,5.779446378577191,5.5254529391317835,1,0
62.0,6,3.9536446801189653,4.052871314015525,3.9679306373664422,3.585253544268318,2.3333567516607996,1.8523840910444898,3.7421239686327485,3.8776903263476408,2.967204189939453,1.6094379124341003,5.810362246718757,5.655991810819852,4.213746656865213,4.253671553943996,1.4803608701589581,2.244691114575143,1.5348490554430279,4.2469315200731765,4.171679279674512,1.6094379124341003,5.817944146267096,5.825468992912801,5.655991810819852,1,0
63.0,9,3.5355097192697493,4.3764446782520485,3.9194950202668473,3.241737494011463,1.7437502500416944,1.1641268957787363,3.5235993631748332,3.418750749243056,2.1111597219506204,1.3862943611198906,5.832937638879745,5.910796644040527,4.557804890480995,4.895344831896018,2.5050568531105424,2.920076633610855,2.5308012066825305,4.36238166643386,4.295861497840209,1.791759469228055,5.897758080667674,5.9047076831817,5.942799375126701,1,0
64.0,8,3.5263605246161616,4.350277936359301,3.609227295166317,2.8903717578961645,1.6094379124341003,1.1786549963416462,3.7727609380946383,3.640050226681545,2.6026896854443837,0.0,5.8694663902971325,5.771441123130016,3.8580946634025906,4.1220813171937,1.936941479072553,2.3513752571634776,2.176171168138387,4.0118683403978626,3.7398992736106376,1.3862943611198906,5.825468992912801,5.847709643462844,5.771441123130016,1,0
65.0,2,4.189654742026425,4.297285406218791,4.653960350157523,3.9318256327243257,2.4849066497880004,1.9459101490553132,4.102643365036796,3.9318256327243257,3.044522437723423,0.0,5.771565725958661,5.484796933490655,4.840242308167575,4.96021880818224,2.7880929087757464,2.976804263668472,2.474435349920705,5.074392259899007,4.712902885790974,0.0,5.771565725958661,5.795023781753144,5.484796933490655,1,0
66.0,6,1.3862943611198906,3.1354942159291497,1.7047480922384253,0.9162907318741551,0.0,0.0,1.3862943611198906,1.3862943611198906,0.4054651081081644,0.6931471805599453,5.810362246718757,5.655991810819852,2.8903717578961645,4.388257184424518,0.6931471805599453,0.9162907318741551,0.6931471805599453,1.252762968495368,1.3862943611198906,0.0,5.8027224225111045,5.8027224225111045,5.602118820879701,1,0
