id,B_Height_cms,B_Weight_lbs,B_avg_opp_CTRL_time(seconds),gender,B_avg_opp_GROUND_landed,B_avg_CLINCH_att,B_avg_REV,B_avg_SIG_STR_pct,R_Reach_cms,B_avg_opp_DISTANCE_landed,B_age,B_avg_LEG_landed,R_avg_opp_GROUND_att,weight_class,R_avg_SIG_STR_pct,R_avg_opp_TD_att,B_win_by_Submission,R_avg_opp_CTRL_time(seconds),B_avg_GROUND_att,R_avg_opp_SIG_STR_pct,B_Reach_cms
28.0,177.8,155.0,215.0,1,7.0,29.0,0.0,0.41,185.42,13.0,23.0,7.0,29.5,5,0.605,2.5,0.0,212.5,1.0,0.325,0
29.0,175.26,155.0,116.0,1,5.0,10.0,1.0,0.71,190.5,11.0,28.0,3.0,16.1875,6,0.3740625,1.09375,0.0,82.734375,11.0,0.45453125,0
30.0,187.96,250.0,19.0,1,0.0,4.0,0.0,0.46,198.12,58.0,31.0,13.0,1.0,9,0.4575,0.6875,0.0,7.4375,0.0,0.383125,0
31.0,175.26,155.0,51.5,1,4.125,4.5,0.625,0.39875,182.88,36.125,30.0,9.125,4.0,5,0.415,5.5,0.0,115.75,2.0,0.4525,0
32.0,187.96,185.0,36.03857422,1,0.506347656,1.826171875,0.125244141,0.545795898,190.5,6.239501953,28.0,1.662597656,3.751220703,7,0.373813477,1.114196777,3.0,23.840271,26.11108398,0.45005249,0
33.0,177.8,155.0,35.4375,1,1.625,4.9375,0.0,0.381875,175.26,26.625,29.0,6.75,1.024204373,5,0.358894522,0.713420272,0.0,20.1650517,0.1875,0.453767077,0
34.0,170.18,135.0,91.421875,1,1.0,7.0,0.0,0.40875,175.26,14.25,25.0,3.0,3.46875,3,0.41125,5.03125,0.0,205.390625,19.0,0.52359375,0
35.0,177.8,265.0,87.4375,1,2.8125,0.5,0.5,0.536875,195.58,13.0625,39.0,1.75,24.5,9,0.505800781,18.05078125,0.0,426.1679688,6.0625,0.458828125,0
36.0,182.88,145.0,47.75,1,3.75,12.75,0.0,0.485,182.88,40.75,27.0,0.5,9.0,4,0.35,7.0,0.0,251.0,11.0,0.48,0
37.0,180.34,170.0,98.0,1,1.0,8.0,0.0,0.37,193.04,31.0,29.0,8.0,0.0625,6,0.4284375,0.0,0.0,1.25,26.0,0.403125,0
38.0,177.8,135.0,229.9375,1,7.0,11.546875,0.0,0.3940625,160.02,8.375,28.0,2.875,9.21875,3,0.31,2.0,0.0,191.0,3.5,0.504283447,0
39.0,187.96,170.0,160.875,1,7.875,0.125,0.25,0.24,182.88,2.8125,27.0,0.125,12.97083005,6,0.541861804,0.200516179,4.0,9.562914632,4.3125,0.476602232,0
40.0,172.72,135.0,0.0,1,0.0,7.5,0.0,0.425,177.8,0.5,29.0,1.5,1.0,3,0.455,3.5,0.0,53.0,5.5,0.355,0
41.0,180.34,205.0,93.75,1,10.25,4.75,0.0,0.2925,190.5,32.5,31.0,3.75,12.40234375,8,0.304804688,1.38671875,1.0,120.1601563,1.75,0.578164063,0
42.0,177.8,155.0,8.269897461,1,0.522827148,3.136352539,0.000610352,0.326987305,182.88,98.23303223,30.0,18.77685547,0.690368652,5,0.555673828,0.164855957,0.0,18.23345947,0.771362305,0.418223877,0
43.0,165.1,125.0,87.5,0,1.5,25.0,0.0,0.43,160.02,39.0,23.0,19.5,9.125,1,0.3646875,5.53125,0.0,148.75,3.0,0.355625,0
44.0,182.88,170.0,190.9298096,1,0.33605957,0.818847656,0.2109375,0.287484131,203.2,18.1730957,30.0,12.84350586,1.619421959,6,0.451770821,1.882740021,3.0,154.5617018,2.896484375,0.342394228,0
45.0,187.96,205.0,40.5,1,1.5,3.75,0.25,0.515,187.96,1.75,24.0,1.0,23.0,6,0.61,6.0,0.0,423.0,4.75,0.4,0
46.0,180.34,155.0,37.578125,1,1.5,5.5,0.0,0.5,175.26,23.25,27.0,2.0,1.0,5,0.36,3.0,0.0,236.3515625,11.0,0.4,0
47.0,177.8,185.0,3.0,1,1.0,1.0,0.0,0.2,193.04,15.0,27.0,0.0,0.0,7,0.525,1.0,0.0,8.0,0.0,0.475,0
48.0,175.26,155.0,252.59375,1,6.46875,7.65625,0.0,0.474375,180.34,11.6875,30.0,4.78125,10.0,5,0.5325,0.75,1.0,84.0,0.0,0.44,0
49.0,175.26,170.0,58.59375,1,3.875,1.9375,0.0625,0.3940625,190.5,23.0625,29.0,0.09375,4.713867188,6,0.691431885,7.092651367,0.0,180.3775635,6.34375,0.504283447,0
50.0,175.26,155.0,6.0,1,0.5,5.5,0.0,0.315,180.34,54.0,29.0,7.0,2.0,5,0.63,5.5,0.0,345.0,5.5,0.315,0
51.0,177.8,170.0,98.0,1,2.5,5.0,0.0,0.56,185.42,9.0,25.0,6.25,0.5,6,0.43,4.0,0.0,14.0,19.0,0.305,0
52.0,172.72,135.0,20.125,1,0.25,6.875,0.0625,0.495,175.26,28.0625,28.0,17.3125,0.0,3,0.435,0.5,1.0,1.5,6.8125,0.335,0
53.0,180.34,170.0,72.5,1,0.5,4.0,0.0,0.645,187.96,2.5,30.0,2.0,1.625,6,0.23,0.5,1.0,32.875,21.0,0.36125,0
54.0,180.34,155.0,126.765625,1,12.5,1.5,0.0,0.31,187.96,19.0,27.0,4.5859375,2.90625,5,0.4365625,2.25,0.0,53.03125,19.75,0.4846875,0
55.0,187.96,205.0,106.75,1,1.125,1.375,0.0,0.25375,195.58,21.375,30.0,3.875,1.0,8,0.289375,0.15625,1.0,6.21875,0.125,0.61,0
56.0,190.5,155.0,447.5,1,12.5,1.5,0.5,0.46,177.8,28.5,30.0,11.0,3.309204102,5,0.325383301,0.974182129,0.0,12.37524414,1.0,0.477150269,0
57.0,187.96,170.0,94.88867188,1,0.5234375,1.984375,0.0,0.50203125,180.34,22.19335938,29.0,0.814453125,3.375,7,0.4575,1.25,0.0,84.875,10.81445313,0.4275,0
58.0,170.18,125.0,2.375,1,0.25,3.125,0.0,0.48375,177.8,35.25,37.0,2.25,4.515625,2,0.34125,0.984375,0.0,58.625,11.25,0.591875,0
59.0,170.18,145.0,115.0,1,0.0,10.0,0.5,0.415,177.8,44.0,25.0,15.0,20.0,4,0.465,6.0,1.0,436.5,18.5,0.34,0
60.0,190.5,235.0,12.90625,1,2.609375,10.875,0.0,0.44359375,203.2,17.421875,38.0,3.109375,1.828125,9,0.507773438,0.02734375,0.0,3.34765625,5.09375,0.432109375,0
61.0,162.56,125.0,113.5,1,5.5,8.5,0.0,0.415,170.18,26.0,28.0,3.0,2.0,2,0.423125,1.8125,0.0,22.375,14.5,0.3875,0
62.0,177.8,170.0,24.25,1,0.25,6.375,0.0,0.53875,185.42,18.4375,26.0,5.625,0.41796875,6,0.484375,1.0078125,0.0,5.25,3.4375,0.530195313,0
63.0,185.42,253.0,100.40625,1,2.0625,3.2265625,0.0625,0.449921875,213.36,7.2578125,33.0,6.9453125,17.48104382,9,0.404718628,6.296007156,1.0,320.8572197,10.296875,0.540621376,0
64.0,198.12,205.0,273.0,1,4.59375,5.0,0.421875,0.71,193.04,12.5,26.0,6.935546875,2.28125,8,0.4603125,1.4375,0.0,28.96875,19.0,0.4828125,0
65.0,165.1,125.0,251.0,1,7.0,0.0,2.0,0.28,175.26,20.0,25.0,2.0,10.25,2,0.39375,7.125,0.0,203.375,4.0,0.3325,0
66.0,177.8,170.0,0.0,1,0.0,0.0,0.0,0.41,177.8,0.5,27.0,0.5,10.0,6,0.35,1.0,1.0,73.0,7.0,0.23,0
67.0,172.72,135.0,111.75,1,10.0,12.5,0.0,0.3275,172.72,78.0,32.0,9.75,1.5,3,0.34,5.0,0.0,92.5,5.5,0.435,0
68.0,187.96,185.0,76.79661179,1,5.984870911,5.656198502,3.81e-06,0.53961832,182.88,68.01378059,41.0,16.63492775,2.265625,8,0.49984375,4.78125,3.0,91.546875,2.913080215,0.455,0
69.0,170.18,135.0,84.70996094,0,1.625976563,8.365234375,0.0,0.357978516,175.26,43.34277344,31.0,7.950195313,2.189453125,3,0.632226563,0.724609375,2.0,14.97460938,3.442382813,0.458476563,0
70.0,167.64,145.0,459.25,1,20.25,11.25,0.75,0.3075,180.34,24.25,35.0,2.0,1.5,4,0.0,0.0,0.0,1.5,6.5,0.475,0
71.0,175.26,135.0,155.0,0,2.0,0.0,0.0,0.26,162.56,40.0,28.0,2.0,8.625,3,0.75,2.75,1.0,193.875,2.0,0.47375,0
72.0,172.72,135.0,156.25,1,0.0,14.125,0.0,0.35875,170.18,13.625,34.0,5.875,71.0,3,0.24,18.0,0.0,555.0,3.875,0.57,0
73.0,185.42,155.0,75.0390625,1,0.5,6.859375,0.0,0.6,180.34,26.25,32.0,2.921875,0.0,5,0.4015625,4.8125,0.0,89.875,19.0,0.4471875,0
74.0,172.72,155.0,13.875,1,3.40625,9.71875,0.0,0.4759375,180.34,12.5,33.0,7.125,20.0,5,0.495,0.5,0.0,127.0,2.65625,0.55,0
75.0,182.88,205.0,293.7578125,1,0.580078125,34.203125,0.0,0.616152344,193.04,9.556640625,30.0,2.921875,33.04406738,8,0.439089355,1.43347168,0.0,550.9445801,8.73046875,0.669847412,0
76.0,162.56,115.0,275.75,0,5.5625,4.5,0.09375,0.5375,167.64,23.5,30.0,15.0,4.4375,3,0.3540625,2.15625,0.0,52.46875,4.0,0.47125,0
77.0,177.8,170.0,244.0,1,4.25,1.0,0.0,0.565,187.96,20.25,37.0,1.0,3.751220703,6,0.41,3.5,0.0,175.75,17.625,0.4525,0
78.0,172.72,145.0,193.0,1,5.0,3.0,3.0,0.37,175.26,10.0,24.0,3.0,2.0,4,0.505,2.5,0.0,229.75,10.0,0.3225,0
79.0,172.72,145.0,5.0,1,7.0,5.0,0.0,0.26,175.26,17.0,26.0,5.0,27.0,4,0.445,2.0,0.0,216.5,0.0,0.44,0
80.0,190.5,185.0,0.0,1,0.0,1.0,0.0,0.7,190.5,2.0,29.0,4.0,2.0,8,0.67,1.0,1.0,53.0,2.0,0.36,0
81.0,172.72,155.0,108.5,1,7.125,6.875,0.25,0.3025,185.42,20.25,29.0,6.375,4.232666016,5,0.4284375,3.551269531,0.0,76.59594727,5.125,0.252038574,0
82.0,193.04,185.0,146.5,1,2.5,4.5,0.0,0.445,190.5,13.0,26.0,6.0,0.125,7,0.516015625,2.6171875,0.0,115.828125,1.5,0.529296875,0
83.0,177.8,135.0,301.0,1,10.0,3.5,0.0,0.3475,185.42,36.25,28.0,12.25,0.25,4,0.5125,2.75,0.0,58.25,0.75,0.3625,0
84.0,167.64,135.0,49.0,1,0.0,2.0,0.0,0.42,175.26,123.0,29.0,14.0,0.056762695,3,0.451943359,0.73449707,0.0,2.278686523,0.0,0.49586792,0
85.0,170.18,145.0,306.0,1,10.5,8.728515625,0.0,0.3025,182.88,38.42056918,26.0,0.765625,5.0,5,0.29,3.0,0.0,42.0,7.75,0.5025,0
86.0,175.26,135.0,309.0,1,2.0,44.0,0.0,0.5,172.72,90.0,33.0,16.0,3.0,3,0.41,5.0,0.0,62.0,0.0,0.49,0
87.0,180.34,205.0,0.0,1,0.0,6.0,0.0,0.56,187.96,15.0,30.0,0.0,2.47265625,8,0.415820313,2.640625,0.0,85.26171875,10.0,0.301953125,0
88.0,185.42,185.0,48.34375,1,4.59375,1.15625,0.0625,0.514375,190.5,2.625,33.0,1.03125,0.0,7,0.37,0.0,2.0,0.0,4.71875,0.28,0
89.0,185.42,155.0,144.0,1,2.5,12.0,0.5,0.48,182.88,18.0,22.0,12.78262687,2.0,5,0.67,1.0,0.0,228.0,18.5,0.33,0
90.0,185.42,205.0,455.5,1,10.5,1.5,0.0,0.465,190.5,7.0,26.0,0.0,17.0,8,0.42,4.0,0.0,175.0,3.5,0.82,0
91.0,177.8,155.0,117.484375,1,2.91015625,8.32421875,0.578125,0.382148438,185.42,13.875,27.0,4.9921875,2.8046875,5,0.30296875,0.5625,2.0,38.9609375,12.5,0.3703125,0
92.0,175.26,185.0,5.735351563,1,3.7578125,7.390625,0.0,0.520908203,198.12,19.81054688,40.0,13.65625,16.37924385,7,0.522182922,1.627059937,0.0,121.518837,3.56640625,0.536302547,0
93.0,160.02,125.0,205.0,0,9.75,1.0,0.0,0.515,172.72,12.75,29.0,1.5,1.875,2,0.47875,0.375,1.0,84.375,1.5,0.526875,0
94.0,175.26,155.0,15.0,1,0.625,9.125,0.0,0.42875,172.72,35.125,29.0,20.625,9.751590729,5,0.451765938,3.939296722,0.0,227.0021973,1.125,0.626803398,0
95.0,180.34,155.0,28.5,1,0.75,2.5,0.0,0.4925,175.26,41.25,28.0,21.25,4.375,4,0.3375,5.25,1.0,84.125,2.5,0.40625,0
96.0,175.26,170.0,108.0,1,2.0,3.0,0.0,0.27,177.8,47.0,21.0,1.0,6.0,5,0.47,9.5,0.0,317.0,15.0,0.405,0
97.0,162.56,125.0,119.0,0,4.5,1.0,0.0,0.49,167.64,49.0,33.0,10.5,4.48046875,2,0.275029297,1.362304688,0.0,159.2451172,2.5,0.542597656,0
98.0,190.5,185.0,193.0,1,11.0,47.0,0.0,0.58,193.04,0.0,26.0,2.0,0.0,7,0.52,0.0,0.0,0.0,12.0,0.5,0
99.0,198.12,205.0,1.25,1,0.0,0.75,0.0,0.6925,200.66,0.75,27.0,0.75,0.829101563,8,0.418164063,3.130126953,0.0,37.08886719,4.5,0.412241211,0
100.0,177.8,155.0,11.75,1,1.0,4.8203125,0.0,0.48,187.96,16.0,31.0,2.0,6.5,5,0.405,0.25,0.0,9.0,18.53125,0.445,0
101.0,190.5,205.0,93.5,1,1.75,7.25,0.0,0.495,200.66,15.0,28.0,1.75,2.25,8,0.467734375,0.59375,1.0,53.6640625,6.5,0.19234375,0
102.0,185.42,185.0,34.0,1,0.0,9.0,0.0,0.73,198.12,4.0,27.0,0.0,5.951171875,7,0.462749023,2.010253906,1.0,63.44238281,5.0,0.449794922,0
103.0,187.96,185.0,5.5,1,1.375,4.75,0.0,0.465,195.58,3.0,22.0,0.75,0.888366699,7,0.431272278,4.313720703,1.0,4.030578613,6.125,0.411948242,0
104.0,185.42,155.0,551.0,1,19.0,5.0,0.0,0.42,182.88,31.0,27.0,9.0,20.0,5,0.29,6.0,0.0,327.0,2.0,0.56,0
105.0,180.34,170.0,75.0390625,1,1.109375,4.390625,0.5,0.420703125,193.04,21.0859375,29.0,3.3828125,1.046875,6,0.54421875,1.421875,1.0,142.78125,14.9296875,0.4675,0
106.0,175.26,155.0,88.625,1,3.125,1.875,0.0,0.46625,177.8,12.375,28.0,7.0,17.0,5,0.345,2.0,0.0,156.5,4.5,0.395,0
107.0,190.5,265.0,178.0625,1,1.145202637,13.5,0.0,0.379726563,193.04,43.0,30.0,6.0,19.85139465,9,0.395,7.625,0.0,193.875,6.5,0.366855469,0
108.0,172.72,135.0,133.9414063,1,5.62109375,6.81640625,0.0,0.45296875,172.72,42.03515625,25.0,15.04296875,4.0,3,0.49125,4.875,2.0,150.375,5.8515625,0.4075,0
109.0,193.04,205.0,3.8125,1,0.390625,1.5,0.0,0.60515625,193.04,3.703125,23.0,3.96875,5.875,8,0.58875,1.8125,2.0,79.0625,15.203125,0.57,0
110.0,154.94,115.0,77.75,0,1.5,15.75,0.0,0.505,165.1,23.5,26.0,6.0,6.0,1,0.4775,2.75,0.0,91.25,6.5,0.35,0
111.0,165.1,115.0,186.6875,0,3.5,8.9375,0.0625,0.441875,160.02,39.125,33.0,23.5,33.3671875,1,0.4025,3.921875,1.0,241.5390625,7.1875,0.42625,0
112.0,172.72,145.0,306.0,1,7.875,10.0,0.0,0.75,175.26,12.19799805,31.0,2.169921875,30.37161255,4,0.41,18.05078125,0.0,426.1679688,39.0,0.73,0
113.0,182.88,170.0,119.0,1,2.0,0.0,0.0,0.18,180.34,4.0,30.0,0.0,27.515625,6,0.36703125,5.109375,0.0,266.2851563,0.0,0.518632813,0
114.0,185.42,185.0,250.375,1,2.625,13.75,0.0,0.6475,190.5,14.5,37.0,4.125,0.441955566,7,0.693667603,3.106628418,0.0,68.12976074,15.5,0.286256104,0
115.0,187.96,240.0,122.0,1,5.5,1.875,0.25,0.4325,200.66,4.875,40.0,1.875,15.14697266,9,0.367897339,1.290100098,2.0,95.69564819,2.25,0.558635559,0
116.0,177.8,185.0,505.0,1,3.0,0.0,1.0,0.38,185.42,41.0,29.0,2.0,2.0,7,0.425,0.0,0.0,16.5,0.0,0.395,0
117.0,177.8,145.0,172.0,1,6.0,0.0,0.0,0.28,180.34,2.0,23.0,0.0,1.625,4,0.37,18.0,0.0,511.0,0.0,0.4225,0
118.0,182.88,185.0,273.0,1,3.5,1.5,0.0,0.56,195.58,9.5,23.0,2.0,6.6875,7,0.46875,2.9375,1.0,293.6875,15.5,0.458125,0
119.0,182.88,185.0,76.75,1,1.75,6.25,0.0,0.43,182.88,6.75,26.0,4.25,4.0,7,0.395,5.25,0.0,290.829834,2.5,0.495,0
120.0,182.88,185.0,16.46875,1,0.90625,1.35546875,0.01171875,0.527265625,190.5,2.8984375,32.0,0.078125,11.53240967,6,0.466127319,0.816497803,1.0,86.41876221,0.55859375,0.516209412,0
121.0,180.34,170.0,76.0,1,0.0,3.0,0.0,0.43,182.88,42.0,29.0,20.0,5.09375,6,0.4753125,0.75,0.0,68.53125,2.0,0.3621875,0
122.0,190.5,185.0,276.75,1,7.9375,9.5625,0.65625,0.653125,182.88,4.78125,33.0,8.1875,14.0,7,0.855,0.5,2.0,114.0,10.40625,0.56,0
123.0,185.42,170.0,241.5,1,14.0,1.0,0.0,0.12,187.96,10.5,27.0,0.0,21.5,6,0.5425,8.625,0.0,383.5,1.0,0.42625,0
124.0,182.88,185.0,87.125,1,4.078125,2.9375,0.0,0.5428125,198.12,23.78125,39.0,8.484375,47.75585938,7,0.587636719,2.0546875,0.0,168.3808594,24.796875,0.572480469,0
125.0,165.1,135.0,56.15625,1,2.8125,4.09375,0.0,0.28,172.72,10.0,27.0,7.0,3.0,3,0.43,1.0,0.0,55.0,6.75,0.32,0
126.0,177.8,170.0,202.0,1,1.0,0.0,0.0,0.5,190.5,0.0,25.0,0.0,19.5,6,0.4,1.54296875,1.0,364.25,4.0,0.41,0
127.0,170.18,135.0,270.359375,0,0.015625,26.84375,0.0,0.59765625,167.64,22.484375,28.0,5.203125,5.7265625,3,0.3075,0.8984375,2.0,64.9765625,5.078125,0.51640625,0
128.0,172.72,155.0,44.125,1,5.0,3.625,0.0,0.30125,177.8,40.625,27.0,9.625,0.239746094,5,0.304143066,4.238037109,0.0,56.10693359,0.375,0.411428223,0
129.0,187.96,185.0,8.833007813,1,0.610351563,8.6171875,0.000976563,0.517910156,198.12,9.467773438,31.0,6.935546875,30.87792969,7,0.418818359,2.52734375,1.0,140.6904297,20.89257813,0.511240234,0
130.0,172.72,155.0,508.5,1,10.0,13.5,0.0,0.425,172.72,19.0390625,25.0,6.0,1.0,5,0.55,6.0,0.0,99.0,9.0,0.33,0
131.0,175.26,155.0,183.0,1,1.0,1.0,0.0,0.57,177.8,30.0,28.0,25.0,12.328125,5,0.424375,4.625,0.0,304.96875,0.0,0.3590625,0
132.0,170.18,155.0,176.5,1,2.8125,7.1875,0.5,0.5175,177.8,5.625,27.0,5.375,3.46875,5,0.6390625,10.6875,0.0,222.21875,22.0,0.334375,0
133.0,177.8,185.0,37.0,1,0.0,4.0,0.0,0.52,185.42,58.0,26.0,8.0,19.90625,7,0.5128125,2.34375,0.0,261.625,2.0,0.5940625,0
134.0,190.5,185.0,45.0,1,0.0,15.0,0.0,0.61,190.5,10.0,24.0,4.0,2.625,6,0.46125,0.8125,0.0,57.5625,11.0,0.466875,0
135.0,154.94,115.0,170.984375,0,2.03125,19.109375,0.0,0.5478125,157.48,25.90625,28.0,7.375,3.614257813,1,0.515288086,3.791503906,1.0,13.00488281,10.34375,0.495473633,0
136.0,167.64,125.0,440.0,0,2.0,4.09375,1.0,0.28,167.64,43.453125,29.0,3.0,6.09375,3,0.65,9.5,0.0,191.0,10.296875,0.4496875,0
137.0,180.34,170.0,390.375,1,3.25,11.5,0.1875,0.473125,182.88,14.5625,28.0,5.125,7.413085938,6,0.61015625,5.234375,0.0,273.6689453,0.125,0.536279297,0
138.0,177.8,155.0,286.953125,1,4.62890625,13.37792969,0.0078125,0.537626953,180.34,15.06933594,25.0,3.49609375,0.138237,4,0.404623604,2.409698486,6.0,31.2050209,6.229492188,0.298687973,0
139.0,167.64,125.0,210.0,1,7.0,13.5,0.0,0.485,170.18,19.0,29.0,5.5,4.5,3,0.415,0.0,1.0,1.5,3.0,0.31,0
140.0,185.42,185.0,132.1739423,1,3.331971169,3.89073348,1.19e-06,0.472029827,187.96,16.87990189,39.0,12.78262687,11.82411289,7,0.444385586,1.729950309,1.0,67.47544479,5.950597286,0.537037464,0
141.0,193.04,205.0,193.90625,1,26.109375,4.703125,0.140625,0.4234375,190.5,26.203125,29.0,1.421875,0.401519775,8,0.390156875,2.433481216,0.0,11.19242382,2.890625,0.406390762,0
142.0,190.5,205.0,246.5,1,3.5,12.5,0.5,0.805,190.5,8.5,30.0,4.0,3.625,7,0.3875,3.5,1.0,346.625,21.5,0.51375,0
143.0,182.88,205.0,80.0,1,2.0,2.0,0.0,0.315,185.42,1.0,26.0,0.0,0.5,7,0.545,0.0,1.0,0.0,9.0,0.23,0
144.0,182.88,170.0,106.25,1,2.25,6.8125,0.25,0.44625,187.96,17.9375,35.0,4.8125,2.767578125,6,0.509257813,0.576171875,2.0,42.44921875,17.9375,0.324199219,0
145.0,193.04,231.0,30.5,1,3.375,5.375,0.0,0.7025,185.42,6.375,34.0,4.125,2.75,9,0.4125,2.75,0.0,126.5,9.0,0.523125,0
146.0,193.04,205.0,91.421875,1,4.0,4.5,0.0,0.34,193.04,17.0,29.0,6.0,12.40234375,8,0.41,2.0,0.0,236.3515625,3.40625,0.32,0
147.0,182.88,265.0,273.0,1,1.0,2.0,0.0,0.7025,203.2,16.0,29.0,2.0,0.75,9,0.6975,1.75,0.0,35.5,2.890625,0.3925,0
148.0,190.5,170.0,246.5,1,1.75,8.59375,0.0,0.48,187.96,12.19799805,28.0,0.53125,6.5,7,0.36,2.0,0.0,171.0,20.89257813,0.434788456,0
